,id,host_id,host_name,room_type,disctricts,neighbourhoods,price,number_of_reviews,latitude,longitude,monument
0,6369,13660,Simon,Private room,Chamartín,Hispanoamérica,70,65,40.45628,-3.67763,Estadio Santiago Bernabéu
1,21853,83531,Abdel,Private room,Latina,Cármenes,17,33,40.40341,-3.74084,La Latina
2,24805,101471,Iraido,Entire home/apt,Centro,Universidad,80,2,40.42202,-3.70395,Gran Vía
3,24836,101653,Tenty,Entire home/apt,Centro,Justicia,115,64,40.41995,-3.69764,Edificio Metrópolis
4,26825,114340,Agustina,Private room,Arganzuela,Legazpi,25,136,40.38985,-3.69011,Paseo del Prado
5,30320,130907,Dana,Entire home/apt,Centro,Sol,65,168,40.41552,-3.70346,Barrio de Las Letras
6,30959,132883,Angela,Entire home/apt,Centro,Embajadores,54,8,40.41111,-3.70269,Barrio de Las Letras
7,40916,130907,Dana,Entire home/apt,Centro,Universidad,90,38,40.42096,-3.70428,Gran Vía
8,59923,288380,Patricia,Private room,Centro,Palacio,40,14,40.41971,-3.71256,Plaza de Oriente
9,62423,303845,Arturo,Private room,Centro,Justicia,45,57,40.4208,-3.69878,Edificio Metrópolis
10,70059,353616,Diana,Entire home/apt,Centro,Universidad,65,85,40.42365,-3.70889,Gran Vía
11,70310,353738,Raquel,Entire home/apt,Centro,Universidad,70,18,40.42321,-3.70143,Malasaña
12,70315,353738,Raquel,Entire home/apt,Centro,Palacio,75,3,40.42138,-3.71101,Plaza de Oriente
13,70316,353738,Raquel,Entire home/apt,Centro,Palacio,75,6,40.42111,-3.7101,Gran Vía
14,72150,364585,Vin,Entire home/apt,Centro,Embajadores,110,95,40.41119,-3.7047,Plaza Mayor
15,72955,378073,Alvaro,Entire home/apt,Centro,Cortes,85,14,40.41139,-3.69408,Paseo del Prado
16,74352,391014,Juan,Entire home/apt,Centro,Embajadores,80,5,40.41075,-3.70759,Plaza Mayor
17,75609,401552,Mercedes,Entire home/apt,Centro,Embajadores,63,53,40.40743,-3.69719,Paseo del Prado
18,76617,368907,Miguel,Entire home/apt,Centro,Universidad,102,33,40.42791,-3.70999,Malasaña
19,82481,448981,Mercedes,Entire home/apt,Salamanca,Recoletos,60,108,40.42315,-3.68279,Puerta de Alcalá
20,84719,259229,Felipe,Entire home/apt,Centro,Embajadores,60,178,40.40865,-3.70534,Plaza Mayor
21,86042,364585,Vin,Entire home/apt,Centro,Embajadores,100,140,40.40894,-3.69766,Paseo del Prado
22,89954,487095,Alicia Y Carlos,Entire home/apt,Centro,Palacio,110,195,40.41218,-3.71369,Cripta de la Almudena
23,92920,495849,Raul,Private room,Centro,Justicia,50,86,40.42422,-3.69538,Fundación Mapfre Recoletos
24,93100,499977,Charo,Private room,Centro,Universidad,32,594,40.42462,-3.70352,Malasaña
25,96072,510570,Laura / Ismael,Private room,Tetuán,Cuatro Caminos,25,178,40.45559,-3.69421,Estadio Santiago Bernabéu
26,100411,527760,Diana,Entire home/apt,Fuencarral - El Pardo,Valverde,60,3,40.50116,-3.67119,Estadio Santiago Bernabéu
27,101507,5795235,Elise,Entire home/apt,Centro,Embajadores,65,57,40.40858,-3.70301,Barrio de Las Letras
28,102040,533936,Carlos Alberto,Private room,Ciudad Lineal,Pueblo Nuevo,20,0,40.43331,-3.64355,Calle de Alcalá
29,102091,534128,Laura,Entire home/apt,Chamberí,Trafalgar,194,8,40.43158,-3.70071,Malasaña
30,102194,534515,Guillermo,Entire home/apt,Centro,Justicia,95,17,40.42153,-3.69923,Edificio Metrópolis
31,103541,361930,Maria,Entire home/apt,Chamberí,Almagro,75,167,40.43761,-3.69802,Malasaña
32,109369,564773,Eva,Private room,Fuencarral - El Pardo,Pilar,40,8,40.48313,-3.71017,Estadio Santiago Bernabéu
33,112650,574498,Fernando,Entire home/apt,Centro,Universidad,75,39,40.42707,-3.70698,Malasaña
34,114854,361930,Maria,Entire home/apt,Chamberí,Rios Rosas,75,103,40.43825,-3.69388,Malasaña
35,117919,557423,Yacob,Entire home/apt,Centro,Embajadores,57,431,40.40743,-3.69828,Paseo del Prado
36,119389,378073,Alvaro,Entire home/apt,Centro,Palacio,85,71,40.40958,-3.71042,Plaza Mayor
37,120293,605612,Ulises,Private room,Centro,Palacio,35,183,40.41112,-3.71025,Plaza Mayor
38,120762,606925,Noelia,Private room,Centro,Universidad,29,218,40.42381,-3.70571,Malasaña
39,123864,605612,Ulises,Entire home/apt,Centro,Embajadores,67,509,40.4112,-3.70762,Plaza Mayor
40,127819,632589,Janasor,Entire home/apt,Centro,Cortes,200,69,40.41466,-3.70162,Barrio de Las Letras
41,132428,650803,Jose Luis,Private room,Centro,Embajadores,26,81,40.41034,-3.69836,Paseo del Prado
42,136058,666482,Cinthia,Private room,Villaverde,Los Angeles,21,72,40.35735,-3.69634,Puente de Toledo
43,150123,723539,Eloisa,Entire home/apt,Centro,Embajadores,80,22,40.40672,-3.70116,Paseo del Prado
44,153798,739627,Isabel,Private room,Hortaleza,Pinar del Rey,40,4,40.47851,-3.64418,Calle de Alcalá
45,154224,740087,Jesus&Sonia,Entire home/apt,Centro,Cortes,69,82,40.41493,-3.70105,Barrio de Las Letras
46,163429,780107,Sonia,Entire home/apt,Chamberí,Arapiles,65,8,40.43628,-3.70526,Malasaña
47,167183,796746,Consuelo,Private room,Hortaleza,Piovera,45,17,40.45386,-3.64743,Calle de Alcalá
48,169719,805726,Patricia,Private room,Centro,Cortes,25,63,40.41515,-3.70003,Barrio de Las Letras
49,170750,814490,Rafael,Entire home/apt,Centro,Universidad,90,190,40.42481,-3.70374,Malasaña
50,171144,816497,Isabel,Entire home/apt,Centro,Palacio,150,4,40.41607,-3.71101,Palacio Real de Madrid
51,176826,845399,Daniel,Private room,Centro,Universidad,60,41,40.4215,-3.70345,Gran Vía
52,176827,845399,Daniel,Private room,Centro,Universidad,60,193,40.42342,-3.70487,Gran Vía
53,177500,596469,Gabriel Avalos,Hotel room,Centro,Universidad,80,24,40.42762,-3.70323,Malasaña
54,177523,596469,Gabriel Avalos,Hotel room,Centro,Universidad,80,11,40.42902,-3.70398,Malasaña
55,177850,850654,Laila,Private room,Centro,Universidad,19,93,40.42623,-3.70462,Malasaña
56,183309,877571,Lidia,Entire home/apt,Centro,Justicia,90,6,40.42397,-3.69463,Fundación Mapfre Recoletos
57,183346,877571,Lidia,Private room,Centro,Justicia,30,12,40.42339,-3.69475,Fundación Mapfre Recoletos
58,183353,877571,Lidia,Private room,Centro,Justicia,30,40,40.42259,-3.69394,Fundación Mapfre Recoletos
59,183435,877571,Lidia,Entire home/apt,Centro,Justicia,89,0,40.42396,-3.69545,Fundación Mapfre Recoletos
60,191661,927343,Jose,Entire home/apt,Centro,Sol,70,210,40.41516,-3.70731,Plaza Mayor
61,196197,852616,Meyling,Entire home/apt,Centro,Palacio,77,253,40.41088,-3.71098,Cripta de la Almudena
62,199016,967721,Santi,Private room,Centro,Universidad,25,24,40.42538,-3.70505,Malasaña
63,199201,749212,Henrietta,Private room,Centro,Embajadores,75,141,40.41392,-3.70356,Barrio de Las Letras
64,200828,75944,Maite,Entire home/apt,Salamanca,Castellana,140,0,40.43186,-3.68515,Fundación Mapfre Recoletos
65,201033,606925,Noelia,Private room,Centro,Universidad,40,43,40.42384,-3.70686,Gran Vía
66,204570,1004721,Alex,Entire home/apt,Centro,Cortes,140,97,40.41476,-3.69531,Barrio de Las Letras
67,205199,1008659,Nuria,Entire home/apt,Centro,Universidad,85,265,40.42063,-3.70539,Gran Vía
68,207275,124972,Luisa,Private room,Moncloa - Aravaca,Argüelles,50,6,40.42973,-3.72118,Ermita De San António De La Florida
69,209373,1031664,JosÃ©,Private room,Centro,Embajadores,30,33,40.41273,-3.70324,Barrio de Las Letras
70,209780,669927,Diana,Entire home/apt,Carabanchel,Puerta Bonita,95,175,40.37987,-3.73215,Puente de Toledo
71,211444,1090760,Jon,Private room,Hortaleza,Canillas,55,100,40.45856,-3.64811,Calle de Alcalá
72,214000,927343,Jose,Entire home/apt,Centro,Justicia,95,151,40.42333,-3.69705,Fundación Mapfre Recoletos
73,217674,1732442,Anouk,Entire home/apt,Centro,Sol,145,195,40.41601,-3.70853,Casa de la Panaderia
74,219303,499977,Charo,Private room,Centro,Universidad,29,166,40.42348,-3.70336,Malasaña
75,224571,1168897,Carol,Entire home/apt,Centro,Embajadores,75,8,40.40916,-3.70799,Plaza Mayor
76,225462,1174648,Rebeca,Private room,Centro,Cortes,30,141,40.41518,-3.6998,Barrio de Las Letras
77,225489,1172225,Eva,Private room,Chamberí,Arapiles,25,57,40.43423,-3.70703,Malasaña
78,229664,1130651,Sergio,Entire home/apt,Centro,Embajadores,55,462,40.40881,-3.70092,Barrio de Las Letras
79,231861,1212528,Silvia,Private room,Chamberí,Trafalgar,30,0,40.43684,-3.70225,Malasaña
80,240128,630482,Raquel,Private room,Carabanchel,San Isidro,25,77,40.39376,-3.72483,Puente de Toledo
81,256004,1732442,Anouk,Entire home/apt,Centro,Sol,80,135,40.41523,-3.7065,Plaza Mayor
82,256842,1351231,Nieves,Entire home/apt,Latina,Aluche,98,47,40.38574,-3.75062,La Latina
83,259249,814490,Rafael,Entire home/apt,Centro,Universidad,50,86,40.42586,-3.71049,Museo Cerralbo
84,260656,1367452,Javier,Entire home/apt,Centro,Embajadores,83,35,40.40814,-3.70171,Barrio de Las Letras
85,260951,1351865,Angela Y Jaime,Entire home/apt,Hortaleza,Valdefuentes,145,120,40.47088,-3.62866,Calle de Alcalá
86,261878,1373873,Al,Entire home/apt,Centro,Universidad,74,445,40.42325,-3.70183,Malasaña
87,261959,1374415,Icar M.,Private room,Tetuán,Berruguete,28,31,40.45509,-3.70286,Estadio Santiago Bernabéu
88,263748,1351865,Angela Y Jaime,Entire home/apt,Hortaleza,Valdefuentes,66,96,40.47198,-3.62952,Calle de Alcalá
89,264054,1370007,Alvaro,Entire home/apt,Centro,Universidad,480,16,40.4262,-3.70319,Malasaña
90,268275,1406073,Jose Antonio,Entire home/apt,Centro,Embajadores,75,58,40.41236,-3.70284,Barrio de Las Letras
91,280733,596469,Gabriel Avalos,Hotel room,Centro,Universidad,90,28,40.42419,-3.70835,Gran Vía
92,281224,1466005,Pe,Entire home/apt,Centro,Palacio,72,84,40.41635,-3.70986,Casa de la Panaderia
93,282195,740087,Jesus&Sonia,Entire home/apt,Centro,Cortes,59,35,40.41365,-3.70072,Barrio de Las Letras
94,282196,740087,Jesus&Sonia,Entire home/apt,Centro,Cortes,59,62,40.41454,-3.70121,Barrio de Las Letras
95,282715,1473247,Marta,Entire home/apt,Salamanca,Recoletos,169,94,40.42688,-3.6852,Fundación Mapfre Recoletos
96,283862,1478367,Amalia,Entire home/apt,Centro,Sol,85,26,40.4179,-3.70819,Casa de la Panaderia
97,287660,1496188,Juanpe,Private room,Centro,Universidad,30,11,40.42555,-3.71087,Museo Cerralbo
98,289555,901218,Myrko,Private room,Centro,Cortes,58,167,40.4176,-3.69808,Edificio Metrópolis
99,290420,805726,Patricia,Private room,Latina,Puerta del Angel,20,33,40.41136,-3.72456,Cripta de la Almudena
100,294520,1522694,Isdel Pablo,Private room,Centro,Justicia,60,16,40.42283,-3.70064,Malasaña
101,294529,1522694,Isdel Pablo,Private room,Centro,Justicia,43,51,40.42203,-3.69898,Edificio Metrópolis
102,296191,845399,Daniel,Private room,Centro,Universidad,60,10,40.42288,-3.7034,Gran Vía
103,297017,4677030,Jaime,Entire home/apt,Centro,Cortes,110,38,40.41472,-3.69533,Barrio de Las Letras
104,310333,1596220,Paloma,Entire home/apt,Centro,Embajadores,80,90,40.40779,-3.69614,Paseo del Prado
105,310678,1598163,Soledad,Entire home/apt,Centro,Universidad,68,298,40.42248,-3.70891,Gran Vía
106,315682,1095831,Rosalind  & Tino,Entire home/apt,Centro,Universidad,155,194,40.42579,-3.70526,Malasaña
107,318826,1636378,Francisco Tomas,Entire home/apt,Latina,Aluche,90,13,40.39382,-3.75871,La Latina
108,322548,1650712,Ximena,Entire home/apt,Centro,Embajadores,116,28,40.4112,-3.70741,Plaza Mayor
109,333974,740087,Jesus&Sonia,Entire home/apt,Centro,Cortes,59,55,40.41433,-3.70123,Barrio de Las Letras
110,334281,1702905,SiÃ³,Entire home/apt,Centro,Embajadores,75,221,40.41059,-3.7034,Barrio de Las Letras
111,336672,1716726,JesÃºs,Entire home/apt,Arganzuela,Delicias,115,42,40.39548,-3.69392,Paseo del Prado
112,336834,1713427,Helena,Entire home/apt,Centro,Justicia,63,42,40.42295,-3.69552,Fundación Mapfre Recoletos
113,336869,1713524,Oliver,Private room,Centro,Sol,100,105,40.41452,-3.70774,Plaza Mayor
114,337209,1714541,Ignacio,Private room,Retiro,Pacífico,24,164,40.4065,-3.67233,Palacio De Cristal
115,337292,1714866,Francisco,Private room,Chamartín,Ciudad Jardín,35,7,40.44859,-3.67746,Estadio Santiago Bernabéu
116,339144,1721158,Pau&Patricia,Entire home/apt,Centro,Universidad,63,124,40.42836,-3.7056,Malasaña
117,339171,1722284,Cesar,Entire home/apt,Centro,Cortes,82,146,40.41281,-3.6956,Barrio de Las Letras
118,339751,1721232,Juan Manuel,Private room,Latina,Puerta del Angel,22,103,40.40713,-3.73971,La Latina
119,341939,1694537,Miguel Angel & Iaia,Entire home/apt,Centro,Embajadores,55,164,40.41047,-3.70207,Barrio de Las Letras
120,342095,1703448,Elena,Entire home/apt,Centro,Embajadores,79,31,40.40872,-3.69919,Paseo del Prado
121,342557,1738288,Jose Angel,Private room,Chamartín,Ciudad Jardín,75,52,40.44931,-3.67424,Estadio Santiago Bernabéu
122,342670,1738846,Carlos,Entire home/apt,Arganzuela,Palos de Moguer,65,30,40.40522,-3.69454,Paseo del Prado
123,342952,740087,Jesus&Sonia,Entire home/apt,Centro,Cortes,59,99,40.4144,-3.70126,Barrio de Las Letras
124,345195,1095831,Rosalind  & Tino,Entire home/apt,Centro,Universidad,81,4,40.42371,-3.70393,Malasaña
125,345230,1095831,Rosalind  & Tino,Private room,Centro,Universidad,70,4,40.4238,-3.70467,Malasaña
126,345233,1095831,Rosalind  & Tino,Private room,Centro,Universidad,70,4,40.42359,-3.70396,Malasaña
127,345249,1751133,The Punset Family,Entire home/apt,Tetuán,Almenara,130,27,40.47293,-3.68945,Estadio Santiago Bernabéu
128,347510,1751133,The Punset Family,Entire home/apt,Salamanca,Guindalera,135,42,40.4302,-3.66484,Barrio de Salamanca
129,353713,1791341,Rosario,Private room,Centro,Palacio,52,305,40.41935,-3.71162,Plaza de Oriente
130,353746,1791341,Rosario,Entire home/apt,Centro,Universidad,77,128,40.42723,-3.70959,Malasaña
131,354838,1496188,Juanpe,Entire home/apt,Centro,Universidad,70,38,40.42479,-3.70896,Malasaña
132,361053,1729503,Ana,Entire home/apt,Retiro,NiÃ±o Jesús,100,149,40.40976,-3.67544,Palacio De Cristal
133,363476,1836617,Bibiana,Private room,Centro,Sol,49,364,40.4175,-3.70676,Casa de la Panaderia
134,370815,1868359,Anna,Entire home/apt,Centro,Embajadores,70,156,40.41177,-3.69985,Barrio de Las Letras
135,374465,1714541,Ignacio,Private room,Retiro,Pacífico,22,55,40.40573,-3.67396,Palacio De Cristal
136,375472,1888816,Margarita Y MarÃ­a,Private room,Arganzuela,Acacias,24,137,40.40266,-3.70374,Puente de Toledo
137,376379,1892467,Laura,Entire home/apt,Centro,Embajadores,50,17,40.40995,-3.6971,Paseo del Prado
138,377151,1895571,Lola,Private room,Salamanca,Fuente del Berro,30,30,40.42258,-3.66275,Barrio de Salamanca
139,378899,1902834,Enric,Entire home/apt,Arganzuela,Palos de Moguer,70,28,40.40442,-3.69256,Paseo del Prado
140,396532,1981346,Daniel,Entire home/apt,Centro,Universidad,105,114,40.42182,-3.70389,Gran Vía
141,397778,1408525,Mad4Rent,Entire home/apt,Centro,Sol,77,30,40.41456,-3.70437,Plaza Mayor
142,399140,1408525,Mad4Rent,Entire home/apt,Arganzuela,Palos de Moguer,66,32,40.40642,-3.6951,Paseo del Prado
143,400139,1893660,Felipe,Private room,Retiro,Estrella,24,137,40.40782,-3.66904,Palacio De Cristal
144,402588,1408525,Mad4Rent,Entire home/apt,Centro,Sol,82,127,40.41596,-3.70302,Barrio de Las Letras
145,404569,1408525,Mad4Rent,Entire home/apt,Centro,Universidad,88,39,40.42342,-3.70454,Gran Vía
146,405786,1408525,Mad4Rent,Entire home/apt,Centro,Palacio,85,11,40.41043,-3.70944,Plaza Mayor
147,406341,2024487,Fernando,Private room,Salamanca,Goya,24,114,40.42823,-3.67776,Barrio de Salamanca
148,406697,1973909,Jose Y Ana,Entire home/apt,Centro,Cortes,56,383,40.41262,-3.69882,Barrio de Las Letras
149,410699,2044655,Sylvia,Entire home/apt,Centro,Sol,155,139,40.41736,-3.70012,Barrio de Las Letras
150,413240,2056009,Irma,Private room,Chamartín,Hispanoamérica,48,96,40.45337,-3.67086,Estadio Santiago Bernabéu
151,414763,1408525,Mad4Rent,Entire home/apt,Centro,Palacio,66,27,40.41282,-3.70749,Plaza Mayor
152,415967,2068619,Alfonso,Entire home/apt,Centro,Embajadores,75,153,40.40781,-3.70245,Barrio de Las Letras
153,420039,9934732,Fernando Javier,Entire home/apt,Centro,Universidad,38,582,40.42602,-3.70502,Malasaña
154,423655,1719263,Leticia,Entire home/apt,Centro,Justicia,100,2,40.42638,-3.69957,Malasaña
155,424008,2107994,Giuseppe,Private room,Centro,Justicia,43,13,40.42146,-3.69941,Edificio Metrópolis
156,424816,2111994,Carolina,Private room,Tetuán,Cuatro Caminos,40,4,40.45483,-3.69994,Estadio Santiago Bernabéu
157,427488,2124765,Sara,Entire home/apt,Chamberí,Trafalgar,200,4,40.4313,-3.70177,Malasaña
158,429306,2134007,Lola,Entire home/apt,Centro,Universidad,120,173,40.42961,-3.70851,Malasaña
159,429942,1450430,Fanny,Entire home/apt,Tetuán,Bellas Vistas,80,23,40.44798,-3.70589,Estadio Santiago Bernabéu
160,431806,2146727,Carlos,Private room,Moncloa - Aravaca,Casa de Campo,35,100,40.42934,-3.72229,Ermita De San António De La Florida
161,434874,1408525,Mad4Rent,Entire home/apt,Centro,Universidad,90,23,40.42066,-3.70494,Gran Vía
162,435010,2160658,Ana,Private room,Centro,Palacio,25,190,40.41257,-3.70872,Plaza Mayor
163,437670,805726,Patricia,Private room,Latina,Puerta del Angel,25,8,40.41155,-3.72371,Cripta de la Almudena
164,439699,2184051,Emilio,Entire home/apt,Centro,Universidad,70,501,40.42353,-3.70308,Malasaña
165,440596,1280726,Mallory,Entire home/apt,Chamberí,Trafalgar,30,7,40.42897,-3.69711,Malasaña
166,442986,2201302,Cesar,Entire home/apt,Centro,Justicia,85,14,40.42414,-3.69764,Fundación Mapfre Recoletos
167,449218,2230279,Marina,Entire home/apt,Chamberí,Trafalgar,48,264,40.42976,-3.70259,Malasaña
168,449494,814490,Rafael,Entire home/apt,Centro,Universidad,55,87,40.42595,-3.71,Museo Cerralbo
169,456165,617086,Agata,Private room,Carabanchel,Comillas,30,4,40.3909,-3.71202,Puente de Toledo
170,459303,1408525,Mad4Rent,Entire home/apt,Centro,Universidad,81,14,40.42524,-3.70504,Malasaña
171,459362,1408525,Mad4Rent,Entire home/apt,Centro,Sol,82,28,40.41661,-3.70282,Barrio de Las Letras
172,462072,2296476,Jose Manuel,Entire home/apt,Centro,Embajadores,112,53,40.40817,-3.7102,Plaza Mayor
173,463246,2302267,Carmen,Entire home/apt,Centro,Palacio,75,11,40.41378,-3.71253,Cripta de la Almudena
174,464307,2307294,Lua & Carlos,Entire home/apt,Centro,Universidad,85,60,40.42204,-3.70481,Gran Vía
175,467552,2320165,Fernando,Entire home/apt,Chamberí,Almagro,90,27,40.42744,-3.695,Fundación Mapfre Recoletos
176,468202,2322563,Julio And Sarah,Entire home/apt,Centro,Justicia,59,243,40.42142,-3.70102,Edificio Metrópolis
177,469231,1408525,Mad4Rent,Entire home/apt,Centro,Sol,75,45,40.41917,-3.70624,Gran Vía
178,470132,2332600,Rodrigo,Entire home/apt,Centro,Embajadores,83,38,40.40909,-3.70045,Barrio de Las Letras
179,471198,1408525,Mad4Rent,Entire home/apt,Centro,Universidad,81,34,40.42408,-3.7038,Malasaña
180,471238,1408525,Mad4Rent,Entire home/apt,Centro,Sol,82,19,40.41588,-3.702,Barrio de Las Letras
181,471328,1408525,Mad4Rent,Entire home/apt,Centro,Sol,82,130,40.41644,-3.70222,Barrio de Las Letras
182,477652,1408525,Mad4Rent,Entire home/apt,Centro,Embajadores,83,15,40.40671,-3.69777,Paseo del Prado
183,477656,2367126,Carmen,Private room,Centro,Palacio,50,18,40.41961,-3.70965,Gran Vía
184,479618,2376101,Apartamentos CalleCultura,Entire home/apt,Centro,Universidad,85,7,40.42708,-3.70967,Malasaña
185,479718,2376402,JesÃºs,Entire home/apt,San Blas - Canillejas,Rosas,350,14,40.43004,-3.6038,Calle de Alcalá
186,482122,1408525,Mad4Rent,Entire home/apt,Chamberí,Trafalgar,88,8,40.43083,-3.70133,Malasaña
187,483048,2391244,Marias&Nacho,Private room,Hortaleza,Palomas,60,60,40.4509,-3.61261,Calle de Alcalá
188,488462,2417075,Alejandro Y Nelia,Entire home/apt,Chamberí,Trafalgar,85,324,40.42859,-3.69859,Malasaña
189,489190,2419064,Laura,Entire home/apt,Moncloa - Aravaca,Argüelles,190,27,40.42466,-3.71361,Museo Cerralbo
190,492221,2433045,Manuel,Entire home/apt,Centro,Palacio,69,189,40.4121,-3.70872,Plaza Mayor
191,493238,2436735,Gemma,Entire home/apt,Centro,Embajadores,50,201,40.40659,-3.70684,Plaza Mayor
192,497706,2456671,JosÃ© & MarÃ­a,Entire home/apt,Retiro,Jerónimos,60,192,40.40745,-3.68286,Palacio De Cristal
193,499911,2467212,JoÃ«l,Entire home/apt,Centro,Embajadores,97,143,40.41256,-3.70116,Barrio de Las Letras
194,500742,2470700,Jaime,Entire home/apt,Retiro,NiÃ±o Jesús,110,0,40.41115,-3.67109,Palacio De Cristal
195,502918,2480913,Elvira,Private room,Centro,Cortes,45,73,40.41159,-3.69356,Paseo del Prado
196,506956,1932547,Nieves,Entire home/apt,Ciudad Lineal,Concepción,52,347,40.44164,-3.649,Calle de Alcalá
197,507614,2501740,Moises&Cristina + Little Sophie&Eli,Entire home/apt,Centro,Universidad,84,22,40.42306,-3.70524,Gran Vía
198,510973,2517520,Ruben,Private room,Centro,Cortes,60,4,40.4142,-3.70129,Barrio de Las Letras
199,514917,83531,Abdel,Private room,Latina,Cármenes,17,27,40.40393,-3.74182,La Latina
200,515008,2536524,Marina,Private room,San Blas - Canillejas,Arcos,25,20,40.42181,-3.6123,Calle de Alcalá
201,515339,2538187,Pe,Entire home/apt,Centro,Palacio,63,112,40.41327,-3.71071,Plaza Mayor
202,518208,2536524,Marina,Private room,San Blas - Canillejas,Hellín,25,15,40.42855,-3.61474,Calle de Alcalá
203,518511,1150912,Andrew,Private room,Centro,Embajadores,40,8,40.41117,-3.70399,Barrio de Las Letras
204,521162,2561320,RaÃºl,Entire home/apt,Centro,Embajadores,85,58,40.41289,-3.70065,Barrio de Las Letras
205,521329,2563986,Elena,Private room,Chamartín,Hispanoamérica,30,0,40.45783,-3.68791,Estadio Santiago Bernabéu
206,521367,2564339,Alfonso & Guillermo,Entire home/apt,Centro,Sol,67,104,40.41595,-3.70281,Barrio de Las Letras
207,522563,1652272,Xuan,Entire home/apt,Centro,Palacio,75,79,40.41041,-3.71092,Cripta de la Almudena
208,524003,2576044,Angel,Private room,Centro,Embajadores,65,350,40.41273,-3.70154,Barrio de Las Letras
209,526162,2249249,David,Private room,Retiro,Pacífico,19,1,40.40495,-3.6749,Palacio De Cristal
210,526513,1134989,Rut Y Ãscar,Entire home/apt,Centro,Sol,39,463,40.41702,-3.70744,Casa de la Panaderia
211,531677,2613319,David,Private room,Centro,Universidad,34,483,40.42216,-3.70123,Gran Vía
212,531854,2569497,Elena,Entire home/apt,Centro,Universidad,55,458,40.42323,-3.7065,Gran Vía
213,533450,2619962,Mauricio,Private room,Centro,Cortes,24,372,40.41337,-3.70013,Barrio de Las Letras
214,536310,2634967,Pati,Private room,Chamberí,Trafalgar,40,0,40.43301,-3.70383,Malasaña
215,536574,447969,Javier,Entire home/apt,Arganzuela,Delicias,70,3,40.39465,-3.69329,Paseo del Prado
216,537234,2638528,Miguel,Private room,Arganzuela,Palos de Moguer,22,9,40.40119,-3.69141,Paseo del Prado
217,540937,2659070,Ana,Entire home/apt,Centro,Embajadores,56,224,40.41019,-3.70201,Barrio de Las Letras
218,541406,2661721,Tony,Entire home/apt,Ciudad Lineal,Costillares,300,0,40.46927,-3.66467,Estadio Santiago Bernabéu
219,544736,1284868,Rocio,Private room,Chamartín,Hispanoamérica,23,34,40.45762,-3.67669,Estadio Santiago Bernabéu
220,545174,2680319,Paula,Entire home/apt,Chamberí,Gaztambide,40,4,40.43533,-3.7128,Malasaña
221,548212,2709614,Maite,Private room,Moncloa - Aravaca,Argüelles,38,60,40.42599,-3.71691,Templo de Debod
222,548995,2673517,Sylvia,Entire home/apt,Retiro,Ibiza,90,134,40.41813,-3.67742,Monumento a Alfonso XII
223,549483,1091014,Carlos JoaquÃ­n,Entire home/apt,Centro,Cortes,99,34,40.41451,-3.70359,Barrio de Las Letras
224,549664,2702003,Arancha,Private room,Villa de Vallecas,Casco Histórico de Vallecas,50,1,40.37081,-3.61397,Palacio De Cristal
225,551966,2659765,Inma,Entire home/apt,Centro,Embajadores,65,216,40.40818,-3.70351,Barrio de Las Letras
226,552183,2713304,BelÃ©n,Private room,Centro,Cortes,30,238,40.41411,-3.6981,Barrio de Las Letras
227,555117,2727360,Silvia,Private room,Salamanca,Recoletos,33,2,40.42718,-3.68662,Fundación Mapfre Recoletos
228,557402,2740430,Marilu,Private room,Centro,Embajadores,35,1,40.40808,-3.71001,Plaza Mayor
229,558690,2747005,Maribel,Entire home/apt,Salamanca,Goya,105,64,40.42331,-3.66955,Barrio de Salamanca
230,560941,596469,Gabriel Avalos,Hotel room,Salamanca,Recoletos,100,23,40.42314,-3.68952,Fundación Mapfre Recoletos
231,565152,2779192,Wanda,Entire home/apt,Centro,Embajadores,57,157,40.40762,-3.6994,Paseo del Prado
232,566241,2785251,Susana,Entire home/apt,Centro,Embajadores,50,30,40.40748,-3.69762,Paseo del Prado
233,568190,2795931,Pilar,Private room,Latina,Puerta del Angel,20,195,40.40986,-3.72869,La Latina
234,570158,2347489,Jeanet,Private room,Chamberí,Rios Rosas,22,27,40.4455,-3.70382,Estadio Santiago Bernabéu
235,572048,1689652,Alfredo,Private room,Centro,Universidad,30,0,40.42763,-3.70498,Malasaña
236,576487,2312712,Pilar,Entire home/apt,Barajas,Casco Histórico de Barajas,78,361,40.4739,-3.57699,Calle de Alcalá
237,578731,2847013,Santiago,Entire home/apt,Centro,Universidad,95,318,40.42535,-3.70751,Malasaña
238,578837,2847360,Sara,Entire home/apt,Chamberí,Trafalgar,60,102,40.43186,-3.70346,Malasaña
239,580687,2857508,Yolanda,Entire home/apt,Centro,Cortes,67,225,40.41361,-3.69715,Barrio de Las Letras
240,581691,2864064,Oscar Vanessa Javi,Entire home/apt,Centro,Embajadores,33,323,40.4094,-3.70203,Barrio de Las Letras
241,586726,2566589,Ronit And Fred,Entire home/apt,Moncloa - Aravaca,Casa de Campo,85,30,40.4246,-3.72876,Ermita De San António De La Florida
242,588382,2902269,Ane,Entire home/apt,Centro,Embajadores,190,5,40.41169,-3.70166,Barrio de Las Letras
243,588518,2267893,Ana,Entire home/apt,Centro,Palacio,165,53,40.41601,-3.71011,Casa de la Panaderia
244,590710,2913511,Amparo,Private room,Usera,San Fermín,30,53,40.36701,-3.68667,Puente de Toledo
245,594298,153391,Fernando,Entire home/apt,Centro,Sol,105,378,40.41871,-3.70607,Gran Vía
